Garcia,32.04,1.4,2
Leer,81.96,4.4,2
Barr,6.72,4.0,1
Butcher,30.27,1.2,2
Blankenship,20.99,4.3,3
Gill,48.41,3.0,1
Law,58.41,2.4,2
Sewell,67.56,1.5,1
Mcnay,7.61,3.7,3
Gutierrez,50.41,1.0,3
Hull,92.32,4.2,2
Casey,46.73,3.4,3
Eddy,66.92,1.6,1
Davis,27.91,3.7,2
Carter,42.59,2.8,1
Richer,17.09,2.0,4
Redenius,29.36,2.6,1
Woodlin,10.29,3.2,2
Macmillan,31.34,1.7,1
Fuller,79.66,4.7,2
Reyes,73.09,3.7,1
Stevenson,73.58,1.7,4
Staggers,81.01,4.3,1
Garcia,43.9,2.6,1
Bolduc,37.81,1.6,3
Madrigal,66.51,4.2,3
Bullock,4.81,4.4,4
Reichert,87.54,4.0,1
Mcdonald,64.19,1.0,1
Dillard,57.59,1.9,2
Johnson,51.65,3.6,2
Chambers,80.13,4.1,4
Gray,77.03,4.3,4
Russell,17.61,1.6,2
Mckinney,38.98,2.0,1
Tiedeman,8.92,3.8,2
Hough,48.81,2.1,2
Nixon,96.94,3.6,3
Rangel,83.89,3.1,1
Lavis,76.06,3.8,2
Ashe,41.23,2.2,2
Cox,67.82,2.3,2
Obrien,25.05,3.5,4
Beavers,0.02,3.4,4
Heinsohn,0.41,1.7,1
Dales,96.09,3.5,2
Dail,1.69,2.9,1
Freeman,65.84,4.2,1
Smith,35.19,1.4,4
Casto,75.84,2.8,4
Washington,63.73,4.1,2
Baker,18.42,2.9,4
Jorgensen,76.41,4.4,2
Mcclure,98.9,4.0,3
Maddy,41.31,2.1,3
Johnson,88.58,1.1,2
Spiney,9.24,3.5,2
George,39.36,1.9,1
Chatten,29.82,1.2,2
Smith,90.92,4.6,4
Lewis,78.02,3.1,1
Kriser,70.33,4.5,4
Copher,48.22,1.3,3
Gutierrez,2.02,4.6,2
Garris,45.89,4.1,1
Napier,76.6,3.8,1
Sinkfield,23.65,2.6,4
Chambers,16.93,3.8,2
Policare,46.18,2.0,4
Bidwell,51.72,4.2,3
Desrosiers,82.8,3.5,2
Denley,90.03,2.5,4
Coffee,90.69,4.4,1
Ortiz,53.14,2.6,4
Smith,91.63,2.3,3
French,94.97,3.8,4
Roberts,32.09,3.1,2
Ellsworth,5.26,2.9,4
Hoffman,27.05,3.5,4
Engelhardt,6.98,3.1,1
Basile,7.4,3.9,4
Beaver,50.43,2.8,3
Newhouse,23.56,2.4,4
Pacheo,97.01,4.7,4
Marsh,70.08,4.5,4
Pardue,83.73,1.2,4
Bachleda,62.98,4.2,4
Halla,88.32,2.5,1
Walker,29.99,1.7,3
Wingate,3.27,1.3,2
Fay,46.67,2.1,2
Dolan,89.22,4.6,3
Vann,10.41,4.1,4
Mohr,47.15,5.0,4
Wahl,68.47,2.3,2
Delaney,38.24,4.2,4
Durr,85.09,1.6,3
Robertson,60.07,1.8,2
Mccormick,48.93,2.0,4
Head,76.72,3.2,1
Harmon,50.67,3.0,1
Zurawski,26.14,4.4,2
Sorell,9.43,2.2,1
Ohara,95.22,4.3,1
Keefe,68.66,2.8,2
Knight,12.05,2.6,1
Smith,98.72,1.9,4
Daniels,29.77,2.1,3
Mcloughlin,72.47,4.6,4
Lukas,95.08,4.3,2
Chojnacki,66.23,3.6,3
Mccoy,86.15,3.7,1
Dickson,63.59,4.2,4
Steenberg,96.52,1.6,2
Steele,50.25,3.7,4
Burden,10.14,1.3,1
Ziolkowski,94.74,2.2,1
Stargel,91.85,3.7,2
York,93.78,4.3,1
Gage,40.18,4.0,1
Hill,63.65,2.2,1
Padgett,62.43,2.7,1
Morgan,45.77,3.7,3
Johnson,88.97,3.5,3
Franco,15.82,1.7,2
Lopes,10.76,2.2,4
Lamb,93.31,4.6,2
Hoffmann,27.05,2.6,1
Poche,5.69,4.0,4
Brown,4.45,2.2,2
Gordon,11.31,3.9,4
Montgomery,18.07,1.0,4
Barksdale,49.94,3.4,4
Delangel,88.01,3.6,1
Lantz,49.48,1.5,4
Montes,22.48,1.9,2
Dupree,5.67,3.0,1
Cohen,73.74,4.0,1
Vega,47.82,3.0,1
Denton,48.33,4.2,3
Richmond,96.85,3.3,4
Shambo,71.15,2.5,3
Jackson,24.82,4.6,1
Brown,11.59,4.0,3
Simpson,7.53,3.8,2
Evans,33.94,2.6,2
Gallegos,49.63,3.1,4
Rivera,99.6,1.5,4
Burnett,48.66,4.4,4
Reiter,8.18,1.3,1
Hartley,15.63,4.9,3
Frates,99.22,3.1,4
Singletary,79.95,1.5,3
Wilson,42.03,1.8,2
Miller,29.61,2.8,2
Ford,21.49,4.7,4
Gray,37.81,1.1,2
Sheppard,48.47,3.1,3
Parrish,24.06,1.6,4
Roger,39.41,2.3,1
Hernandez,58.11,2.3,1
Stolar,97.49,4.9,2
Prudencio,50.59,2.8,2

PAYMENT METHODS
9500560578027243,MasterCard,256
8585135138083771,Visa,52
3914004378683265,MasterCard,24
9891360975995064,MasterCard,151
4102891785372807,American Express,195
4504761079994674,MasterCard,89
3558728976802869,MasterCard,293
3229536513246717,American Express,118
7101315955783665,American Express,202
4620695360914935,MasterCard,225
1304872548538343,American Express,261
9756971924570128,MasterCard,225
1240799594757153,Visa,292
9104398258931320,American Express,139
5347375285340799,American Express,164
7892998537468903,American Express,157
4872276121890865,MasterCard,91
8057871534680650,Visa,264
7319866323834203,Visa,33
4258903652626665,Visa,72
3303867641417841,American Express,42
4935679844846162,Visa,168
3568932718765410,Visa,240
6855384919580623,Visa,242
3725878799918155,American Express,202
7478936555775513,Visa,240
8725321003785643,American Express,7
1725652463251464,Visa,273
5744693989835919,American Express,240
3428350204452816,American Express,162
2057306245765055,Visa,59
8734028027380819,American Express,270
9815428722588700,Visa,262
3461757056046888,American Express,266
6578440903806686,Visa,95
1441252466627643,MasterCard,220
8698695859885123,MasterCard,137
2861767810361967,Visa,1
5326556426414800,MasterCard,157
4622249250788859,Visa,96
2777090560176097,Visa,34
9449707650412723,American Express,282
1122340559839804,Visa,179
6602813101665759,MasterCard,87
5488645327513482,MasterCard,15
5413170702185306,American Express,181
5565816372306262,MasterCard,108
5817044400236428,MasterCard,149
5463258933502867,American Express,212
6471456403764082,Visa,79
8759925996540200,MasterCard,91
1644957829062726,MasterCard,81
3393968099467108,Visa,205
6616911138339249,American Express,69
5487024964901137,Visa,294
4415467704327276,American Express,170
6644140187813942,MasterCard,151
8678205236742985,American Express,248
2351718688876911,American Express,52
6486153492258922,MasterCard,184
6670562772945590,American Express,251
7922425300779710,American Express,299
4268744727573130,MasterCard,88
4449644297658529,American Express,181
1465406183226323,Visa,213
3090999918320313,MasterCard,102
6691144537848405,American Express,5
9673165951223253,American Express,25
5155001215150933,American Express,199
3133740437478206,MasterCard,72
9244968643578452,American Express,235
4424979058034893,American Express,165
1675261439230897,MasterCard,249
9179264177972842,MasterCard,23
5125723227008914,Visa,140
6206222212271513,American Express,178
2914619515876066,American Express,26
8899860220689487,American Express,180
8498539291814331,American Express,273
3858508578575665,American Express,106
1702520215838917,American Express,99
3150235865717949,MasterCard,158
5140814902669172,American Express,119
7994726797003855,American Express,168
3060721400893986,American Express,161
3292014055879305,Visa,240
3676392061610793,MasterCard,106
4405711076054459,MasterCard,58
1863516221119041,Visa,13
2592097978667356,American Express,240
4853276467121525,Visa,21
9680667668205747,American Express,154
1179906283541577,Visa,276
1053893760244355,Visa,209
8800003861527711,American Express,27
2341782206352003,MasterCard,211
4226227019083204,Visa,120
6372805630943112,Visa,44
8138584983490988,American Express,277
1863507549595626,American Express,277
8769682796588753,American Express,2
6758414664076935,American Express,12
5657527783032789,MasterCard,189
6042827932426623,MasterCard,27
5139426240983782,Visa,229
4906182998217455,Visa,130
9559866565799842,American Express,120
9567906395687789,Visa,38
8633538387224099,Visa,35
4648586871787524,American Express,111
1462894220161919,MasterCard,4
2187973792441023,American Express,269
1821209563946616,MasterCard,295
3315866350008952,American Express,160
9922503107785791,Visa,140
9148292483907547,American Express,197
4726752682246878,MasterCard,128
1540942054853562,Visa,168
1284033323092188,MasterCard,277
1640480392072528,Visa,177
5167731873756874,Visa,248
7352905773724752,American Express,117
8635466290342430,American Express,102
8538169901091250,Visa,297
3433538747496743,Visa,268
8316536555153086,MasterCard,109
6326151134851535,American Express,130
3107805713981613,American Express,276
7101299119343709,American Express,207
1488249661027980,MasterCard,23
6252084945980145,American Express,110
9300190341143063,MasterCard,184
6859585850788705,American Express,111
2586151652472859,MasterCard,77
4116559682371479,American Express,128
2501969366603341,American Express,66
6439858696269949,American Express,175
7779101299749897,American Express,60
6829896606809304,Visa,242
6016220933901827,Visa,231
5085094506754196,American Express,196
1377928028718559,American Express,172
4610943635268157,American Express,210
7859842882392673,Visa,31
3458960367797826,MasterCard,275
9968500043208845,MasterCard,152
3493034187650213,American Express,36
8372026076516976,MasterCard,38
5585144651490550,Visa,239
5737524536131591,MasterCard,92
1061470289264751,Visa,235
1001840436255700,Visa,176
5787331558880466,Visa,250
6714252290204722,American Express,127
2979153295951203,Visa,173
9271423053301298,MasterCard,289
2162026461294598,Visa,280
4549755308849862,American Express,10
1315511521884356,American Express,238
5519558834232096,MasterCard,131
2746769532189172,American Express,196
7298529034321038,American Express,279
7769999401688918,Visa,290
6345018072885465,Visa,65
4315157690660039,MasterCard,141
7529850303663839,Visa,222
6266977021097567,Visa,37
1495114536077782,American Express,174
9005047170742458,American Express,10
8290044990809353,American Express,239
3688356545576683,MasterCard,95
8075300476914421,MasterCard,166
5384991062639861,American Express,134
4575598221705613,American Express,40
5918918969593521,American Express,105
6411403497859259,American Express,239
3352482016098102,MasterCard,157
5408675070296843,MasterCard,235
7880604277398960,Visa,230
4707169918594131,MasterCard,227
1700411260916254,Visa,126
7846904380203253,American Express,122
3409171417041412,MasterCard,104
6435295478763193,Visa,64
2170280565579621,American Express,244
9911632693586812,Visa,35
1835703326144534,American Express,66
7633186499395902,MasterCard,50
8336442733939855,MasterCard,50
8511147115269249,American Express,252
1088254264243473,American Express,287
4036160954960478,American Express,174
9436828165241737,American Express,134
3931441481911920,American Express,63
8124561916926333,MasterCard,10
5350188216392403,Visa,155
3557011994149950,MasterCard,240
3782833478308777,American Express,114
1928001228348908,American Express,245
6981336363886425,Visa,269

CUSTOMERS
Roosevelt Davis,roosevelt.davis@ukr.net
Linda Hill,linda.hill@gmail.com
Mark Hollyfield,mark.hollyfield@ukr.net
Janice Frampton,janice.frampton@gmail.com
Cori Grenier,cori.grenier@ukr.net
Susan Galvez,susan.galvez@ukr.net
Jesse Clarke,jesse.clarke@ukr.net
Scott Roberts,scott.roberts@gmail.com
James Gonzalez,james.gonzalez@ukr.net
Helen Horst,helen.horst@gmail.com
Virginia Gransberry,virginia.gransberry@ukr.net
Celia Nickerson,celia.nickerson@ukr.net
Kenneth Cancilla,kenneth.cancilla@ukr.net
George Aeschliman,george.aeschliman@gmail.com
Caryl Ulrich,caryl.ulrich@ukr.net
Florence Keller,florence.keller@gmail.com
Howard Crouch,howard.crouch@gmail.com
Carrie Nolan,carrie.nolan@ukr.net
Leigh Gerhardt,leigh.gerhardt@ukr.net
Rachel Blackard,rachel.blackard@gmail.com
Roland Boone,roland.boone@gmail.com
David Curry,david.curry@ukr.net
Judith Mccarthy,judith.mccarthy@gmail.com
Kenneth Mendez,kenneth.mendez@gmail.com
Esteban Schuller,esteban.schuller@ukr.net
Michele Holmes,michele.holmes@gmail.com
Sharon Jordan,sharon.jordan@gmail.com
Garrett Waldorf,garrett.waldorf@ukr.net
Keith Towers,keith.towers@ukr.net
Jessica Arsenault,jessica.arsenault@ukr.net
Theresa Benford,theresa.benford@gmail.com
Jessie Lindsey,jessie.lindsey@gmail.com
Harold Thomas,harold.thomas@ukr.net
Andrew Huff,andrew.huff@gmail.com
Kevin Champion,kevin.champion@gmail.com
Edward Walker,edward.walker@gmail.com
Michael Brittain,michael.brittain@gmail.com
Eugene Gustaveson,eugene.gustaveson@gmail.com
Guadalupe Sanchez,guadalupe.sanchez@gmail.com
Ruth Delgado,ruth.delgado@ukr.net
Alexander Davenport,alexander.davenport@ukr.net
Mi Mccollum,mi.mccollum@gmail.com
Marjorie Fredricks,marjorie.fredricks@gmail.com
David Campos,david.campos@ukr.net
Harold Kitchen,harold.kitchen@gmail.com
Rhonda Chaney,rhonda.chaney@ukr.net
Prince Ervin,prince.ervin@gmail.com
Michael Comfort,michael.comfort@gmail.com
Annetta Summers,annetta.summers@ukr.net
William Williams,william.williams@ukr.net
Michelle Sullivan,michelle.sullivan@ukr.net
Gina Lara,gina.lara@gmail.com
Garth Ewing,garth.ewing@gmail.com
Jeffrey Brasfield,jeffrey.brasfield@ukr.net
David Outwater,david.outwater@ukr.net
Daniel Sheehan,daniel.sheehan@ukr.net
Howard Brower,howard.brower@ukr.net
James Palmer,james.palmer@gmail.com
Aaron Richards,aaron.richards@ukr.net
Melanie Bellamy,melanie.bellamy@ukr.net
Maria Dafonte,maria.dafonte@gmail.com
Joseph Gilmore,joseph.gilmore@ukr.net
George Freeman,george.freeman@ukr.net
Maria Nix,maria.nix@ukr.net
Patrica Underwood,patrica.underwood@gmail.com
Maren Bates,maren.bates@ukr.net
Mark Castle,mark.castle@ukr.net
Ollie Hook,ollie.hook@gmail.com
Linda Dant,linda.dant@ukr.net
Violet Gholston,violet.gholston@ukr.net
Adrian Granados,adrian.granados@ukr.net
Elizabeth Hall,elizabeth.hall@gmail.com
Jasmin Bayas,jasmin.bayas@ukr.net
Charles Stoglin,charles.stoglin@ukr.net
Robert Barrett,robert.barrett@ukr.net
Ira Goto,ira.goto@ukr.net
Jon Moore,jon.moore@ukr.net
Chris Michael,chris.michael@gmail.com
Erlinda Colon,erlinda.colon@gmail.com
Raymond Fleming,raymond.fleming@gmail.com
Cynthia Rivera,cynthia.rivera@ukr.net
Gary Farley,gary.farley@gmail.com
Erica Sternberg,erica.sternberg@ukr.net
Eric Johnson,eric.johnson@gmail.com
Kenneth Freyermuth,kenneth.freyermuth@gmail.com
Helen Tudor,helen.tudor@gmail.com
Harold Griffis,harold.griffis@ukr.net
Jeffery Thompson,jeffery.thompson@ukr.net
Milton Evan,milton.evan@ukr.net
William Turner,william.turner@ukr.net
Marcus Willingham,marcus.willingham@gmail.com
Jeanne Brenner,jeanne.brenner@ukr.net
Catherine Todaro,catherine.todaro@ukr.net
Brenda Epps,brenda.epps@ukr.net
Tamara Anteby,tamara.anteby@gmail.com
Amber Janes,amber.janes@ukr.net
Jade Petrarca,jade.petrarca@ukr.net
Michael Germain,michael.germain@gmail.com
Lara Blando,lara.blando@gmail.com
Martha Cobb,martha.cobb@ukr.net
Rivka Dungee,rivka.dungee@gmail.com
Carolyn Richard,carolyn.richard@ukr.net
Cora Mcanally,cora.mcanally@gmail.com
Christopher Emerick,christopher.emerick@ukr.net
Maria Farris,maria.farris@ukr.net
Joshua Thompson,joshua.thompson@gmail.com
Lynn Shields,lynn.shields@gmail.com
Christopher Spring,christopher.spring@gmail.com
Rod Crouch,rod.crouch@ukr.net
Andrew Ulrich,andrew.ulrich@ukr.net
Jessica Hamel,jessica.hamel@ukr.net
Kristine Jackson,kristine.jackson@ukr.net
Helen Thresher,helen.thresher@ukr.net
Michael Gibson,michael.gibson@gmail.com
Mary Kaminsky,mary.kaminsky@ukr.net
Al Lovitt,al.lovitt@ukr.net
Arthur Hatten,arthur.hatten@ukr.net
Edna Beggs,edna.beggs@ukr.net
Juana Scarlett,juana.scarlett@gmail.com
Gary Driver,gary.driver@gmail.com
Joyce Olson,joyce.olson@ukr.net
Ashley Franco,ashley.franco@ukr.net
Gerald Doty,gerald.doty@gmail.com
Rene Hatch,rene.hatch@ukr.net
Diane Melcher,diane.melcher@gmail.com
Christopher Valdez,christopher.valdez@gmail.com
Leticia Knight,leticia.knight@ukr.net
Lisa Breaux,lisa.breaux@gmail.com
Lynn Towns,lynn.towns@ukr.net
John Hodges,john.hodges@gmail.com
Michael Losoya,michael.losoya@ukr.net
Rachel Vanbrunt,rachel.vanbrunt@ukr.net
Francisco Ervin,francisco.ervin@ukr.net
Gloria Mcdermott,gloria.mcdermott@ukr.net
Teddy Cheatham,teddy.cheatham@gmail.com
David Gordon,david.gordon@ukr.net
Renee Cocks,renee.cocks@gmail.com
Michael Corcoran,michael.corcoran@gmail.com
Ramon Watson,ramon.watson@ukr.net
Heather Sanchez,heather.sanchez@ukr.net
Dave Montgomery,dave.montgomery@gmail.com
Mary Carlson,mary.carlson@ukr.net
Luann Leach,luann.leach@gmail.com
Laila Threatt,laila.threatt@ukr.net
Clarence Gresham,clarence.gresham@gmail.com
Frances Keenan,frances.keenan@gmail.com
Elizabeth Koch,elizabeth.koch@gmail.com
Mary Mclean,mary.mclean@gmail.com
Cheryl Tibbs,cheryl.tibbs@ukr.net
Jose Degennaro,jose.degennaro@ukr.net
Nikki Mayer,nikki.mayer@ukr.net
Gregory Anders,gregory.anders@ukr.net
Maria Fajardo,maria.fajardo@ukr.net
Joseph Engman,joseph.engman@ukr.net
Michael Phillips,michael.phillips@ukr.net
Christopher Little,christopher.little@ukr.net
Douglas Wilkinson,douglas.wilkinson@gmail.com
Susan Loveland,susan.loveland@ukr.net
Lina King,lina.king@ukr.net
Rebecca Folse,rebecca.folse@ukr.net
Virgilio Turrie,virgilio.turrie@ukr.net
Diane Craddock,diane.craddock@ukr.net
Mary Peterson,mary.peterson@ukr.net
Catherine Davis,catherine.davis@ukr.net
Andrew Blair,andrew.blair@gmail.com
Bruce Desrochers,bruce.desrochers@gmail.com
Carl Bassani,carl.bassani@ukr.net
Michael Pace,michael.pace@gmail.com
William Mach,william.mach@gmail.com
Henrietta Pitcher,henrietta.pitcher@gmail.com
Tina Brown,tina.brown@ukr.net
Claudia Garrett,claudia.garrett@gmail.com
Jacob Pouliot,jacob.pouliot@gmail.com
Susan Shelton,susan.shelton@ukr.net
Terry Mattos,terry.mattos@ukr.net
Roger Dorsey,roger.dorsey@ukr.net
Joshua Dooling,joshua.dooling@ukr.net
Marc Smith,marc.smith@gmail.com
Linda Lindblad,linda.lindblad@ukr.net
Jesse Coop,jesse.coop@ukr.net
Mary Francis,mary.francis@ukr.net
Carol Bockelman,carol.bockelman@gmail.com
Ruby Noel,ruby.noel@ukr.net
Beth Wolf,beth.wolf@gmail.com
Lucia Bathe,lucia.bathe@ukr.net
Ida Morganfield,ida.morganfield@ukr.net
Christopher Hughes,christopher.hughes@gmail.com
Margaret Erickson,margaret.erickson@ukr.net
Dawn Williams,dawn.williams@ukr.net
Velma Luna,velma.luna@gmail.com
Elma Carroll,elma.carroll@ukr.net
Logan Moravek,logan.moravek@ukr.net
Michelle Vanleuven,michelle.vanleuven@gmail.com
Gena Fernandez,gena.fernandez@ukr.net
David Bays,david.bays@gmail.com
Gary Castilleja,gary.castilleja@gmail.com
Sally Clifton,sally.clifton@gmail.com
Mia Chaffin,mia.chaffin@ukr.net
Kimberly Stone,kimberly.stone@ukr.net
Li Reiners,li.reiners@ukr.net
Wendy Cummings,wendy.cummings@gmail.com
Marie Crawley,marie.crawley@gmail.com
Kasey Reist,kasey.reist@gmail.com
Denise Marsh,denise.marsh@gmail.com
Richard Terry,richard.terry@gmail.com
Jennifer Dupree,jennifer.dupree@ukr.net
Janice Cote,janice.cote@gmail.com
Angela Sanders,angela.sanders@ukr.net
Michelle Schafer,michelle.schafer@gmail.com
Susan Hollifield,susan.hollifield@ukr.net
Christina Heise,christina.heise@ukr.net
Gloria Wilcox,gloria.wilcox@ukr.net
Lottie Jordan,lottie.jordan@ukr.net
Sharon Weiss,sharon.weiss@gmail.com
Elizabeth Grigsby,elizabeth.grigsby@gmail.com
Marlon Solis,marlon.solis@ukr.net
Gina Shary,gina.shary@gmail.com
James Cathey,james.cathey@ukr.net
Jerry Kelly,jerry.kelly@ukr.net
Alvin Jones,alvin.jones@gmail.com
Mike Tijerina,mike.tijerina@ukr.net
Charles Fulton,charles.fulton@ukr.net
Yong Mosier,yong.mosier@gmail.com
Rickey Mallory,rickey.mallory@gmail.com
Irvin Hankins,irvin.hankins@ukr.net
Wayne Smith,wayne.smith@ukr.net
Renee Cavaliero,renee.cavaliero@gmail.com
John Connolly,john.connolly@gmail.com
Joseph Larose,joseph.larose@ukr.net
Gary Wilson,gary.wilson@ukr.net
Chester Brake,chester.brake@ukr.net
Scott Carson,scott.carson@gmail.com
Louise Page,louise.page@gmail.com
Thomas Pearson,thomas.pearson@gmail.com
Mignon Sutter,mignon.sutter@ukr.net
Megan Knight,megan.knight@gmail.com
Robert Schaich,robert.schaich@gmail.com
Dan Justiss,dan.justiss@ukr.net
Dianne Dandrea,dianne.dandrea@gmail.com
Chantelle Sams,chantelle.sams@ukr.net
Trevor Bybee,trevor.bybee@ukr.net
Joe Kenely,joe.kenely@gmail.com
Zachariah Oliver,zachariah.oliver@gmail.com
Ana Goss,ana.goss@ukr.net
Richard Moats,richard.moats@gmail.com
Margaret Sims,margaret.sims@ukr.net
Esther Medina,esther.medina@gmail.com
Robert Leiby,robert.leiby@ukr.net
Dixie Hansen,dixie.hansen@ukr.net
Janet Mead,janet.mead@gmail.com
Shamika Sacco,shamika.sacco@ukr.net
Bertha Kessinger,bertha.kessinger@ukr.net
Carmen Sharpe,carmen.sharpe@gmail.com
Ollie Jurasek,ollie.jurasek@ukr.net
Vincent Johnson,vincent.johnson@gmail.com
Silas Powell,silas.powell@gmail.com
Edward Haneke,edward.haneke@ukr.net
Lillie Devine,lillie.devine@ukr.net
Brian Brunet,brian.brunet@gmail.com
Aaron Heavrin,aaron.heavrin@gmail.com
Andrea Arellano,andrea.arellano@ukr.net
Helen London,helen.london@ukr.net
Barbara Jackson,barbara.jackson@gmail.com
Beverly Manwaring,beverly.manwaring@gmail.com
Viola Henderson,viola.henderson@gmail.com
Irma Smith,irma.smith@ukr.net
Benjamin Farrar,benjamin.farrar@gmail.com
Denise Martinez,denise.martinez@ukr.net
Lester Rempel,lester.rempel@ukr.net
Christian Eldridge,christian.eldridge@ukr.net
David Kennedy,david.kennedy@gmail.com
Nichelle Harstad,nichelle.harstad@ukr.net
Karen Winburn,karen.winburn@gmail.com
Marvin Manley,marvin.manley@gmail.com
Mark Rosboril,mark.rosboril@ukr.net
Jose Estrada,jose.estrada@ukr.net
Bettie Holifield,bettie.holifield@gmail.com
Marylou Benedix,marylou.benedix@ukr.net
Jeff Kirkpatrick,jeff.kirkpatrick@ukr.net
Frank Petersen,frank.petersen@ukr.net
Melissa Bishop,melissa.bishop@gmail.com
Cleta Lloyd,cleta.lloyd@gmail.com
Jeanne Raper,jeanne.raper@ukr.net
Rebecca Washington,rebecca.washington@ukr.net
Beatrice Sanchez,beatrice.sanchez@gmail.com
Crystal Eastman,crystal.eastman@gmail.com
Penny Dorey,penny.dorey@gmail.com
Vicki Blanco,vicki.blanco@ukr.net
Paul Wolfson,paul.wolfson@gmail.com
Betty Carlisle,betty.carlisle@gmail.com
Kenneth Kelsey,kenneth.kelsey@gmail.com
Heidi Brown,heidi.brown@ukr.net
Clyde Terry,clyde.terry@gmail.com
Nicholas Feeney,nicholas.feeney@ukr.net
Gloria Leal,gloria.leal@gmail.com
Kenya Clayton,kenya.clayton@gmail.com
Jason Rogers,jason.rogers@ukr.net
Donald Stratton,donald.stratton@gmail.com
Robert Cohrs,robert.cohrs@ukr.net
Mark Macias,mark.macias@ukr.net

CUSTOMER HAS PRODUCT
60,265
219,194
10,3
65,111
158,240
46,286
293,3
180,31
102,217
219,187
246,152
159,66
233,126
232,95
85,84
227,257
138,5
107,108
10,216
251,201
153,93
229,2
246,138
97,170
112,244
266,265
134,221
61,242
44,165
199,226
92,192
258,245
154,179
144,85
288,114
